ProductID,StoreID,Status,ID,Unit,Amount,Date
12,5,Sold,2297390702023,1,$40 ,"Sunday, January 6, 2019"
12,5,Sold,4686440882109,1,$40 ,"Sunday, January 20, 2019"
12,5,Sold,4084397622115,1,$40 ,"Sunday, January 20, 2019"
12,5,Sold,2656478242124,1,$40 ,"Sunday, January 6, 2019"
12,5,Sold,2321427092184,1,$40 ,"Sunday, January 6, 2019"
12,5,Sold,3038985992185,1,$40 ,"Sunday, January 13, 2019"
12,5,Sold,2979492822204,1,$40 ,"Sunday, January 6, 2019"
12,5,Sold,1997774142212,1,$40 ,"Sunday, January 6, 2019"
12,5,Sold,3235807192248,1,$40 ,"Sunday, January 13, 2019"
12,5,Sold,4218818822293,1,$40 ,"Sunday, January 20, 2019"
12,5,Sold,3357674152335,1,$40 ,"Sunday, January 13, 2019"
12,5,Sold,2658955502353,1,$40 ,"Sunday, January 6, 2019"
12,5,Sold,5832791262362,1,$40 ,"Sunday, January 27, 2019"
12,5,Sold,5331223332386,1,$40 ,"Sunday, January 27, 2019"
12,5,Sold,3551300092479,1,$40 ,"Sunday, January 13, 2019"
12,5,Sold,3040768932486,1,$40 ,"Sunday, January 13, 2019"
12,5,Sold,2740120272522,1,$40 ,"Sunday, January 6, 2019"
12,5,Sold,4533372272553,1,$40 ,"Sunday, January 20, 2019"
12,5,Sold,5744817182630,1,$40 ,"Sunday, January 27, 2019"
12,5,Sold,1605645382684,1,$40 ,"Sunday, January 6, 2019"
12,5,Sold,3086599282709,1,$40 ,"Sunday, January 13, 2019"
12,5,Sold,3284223522787,1,$40 ,"Sunday, January 13, 2019"
12,5,Sold,5870131822806,1,$40 ,"Sunday, January 27, 2019"
12,5,Sold,3439429032868,1,$40 ,"Sunday, January 13, 2019"
12,5,Sold,3026277362933,1,$40 ,"Sunday, January 13, 2019"
12,5,Sold,3930993472951,1,$40 ,"Sunday, January 13, 2019"
12,5,Sold,3629584312968,1,$40 ,"Sunday, January 13, 2019"
12,5,Sold,4375671672973,1,$40 ,"Sunday, January 20, 2019"
12,5,Sold,1437834883057,1,$40 ,"Sunday, January 6, 2019"
12,5,Sold,2576209373093,1,$40 ,"Sunday, January 6, 2019"
12,5,Sold,5337223863096,1,$40 ,"Sunday, January 27, 2019"
12,5,Sold,3645242003116,1,$40 ,"Sunday, January 13, 2019"
12,5,Sold,1868506713200,1,$40 ,"Sunday, January 6, 2019"
12,5,Sold,2576514123226,1,$40 ,"Sunday, January 6, 2019"
12,5,Sold,4110108493263,1,$40 ,"Sunday, January 20, 2019"
12,5,Sold,5153618013286,1,$40 ,"Sunday, January 27, 2019"
12,5,Sold,4141336033298,1,$40 ,"Sunday, January 20, 2019"
12,5,Sold,5163522593300,1,$40 ,"Sunday, January 27, 2019"
12,5,Sold,3918041473313,1,$40 ,"Sunday, January 13, 2019"
12,5,Sold,3905116413353,1,$40 ,"Sunday, January 13, 2019"
12,5,Sold,2757523583515,1,$40 ,"Sunday, January 6, 2019"
12,5,Sold,5238873143665,1,$40 ,"Sunday, January 27, 2019"
12,5,Sold,4726739303671,1,$40 ,"Sunday, January 20, 2019"
12,5,Sold,3561185433709,1,$40 ,"Sunday, January 13, 2019"
12,5,Sold,3846091453710,1,$40 ,"Sunday, January 13, 2019"
12,5,Sold,3175907263742,1,$40 ,"Sunday, January 13, 2019"
12,5,Sold,4258434393760,1,$40 ,"Sunday, January 20, 2019"
12,5,Sold,4777609583763,1,$40 ,"Sunday, January 20, 2019"
12,5,Sold,3504241523787,1,$40 ,"Sunday, January 13, 2019"
12,5,Sold,1877715743813,1,$40 ,"Sunday, January 6, 2019"
12,5,Sold,5657761283902,1,$40 ,"Sunday, January 27, 2019"
12,5,Sold,3602520973911,1,$40 ,"Sunday, January 13, 2019"
12,5,Sold,2754922783963,1,$40 ,"Sunday, January 6, 2019"
12,5,Sold,4293637093994,1,$40 ,"Sunday, January 20, 2019"
12,5,Sold,4488228044055,1,$40 ,"Sunday, January 20, 2019"
12,5,Sold,3569437394097,1,$40 ,"Sunday, January 13, 2019"
12,5,Sold,4813997474098,1,$40 ,"Sunday, January 20, 2019"
12,5,Sold,1078629534102,1,$40 ,"Sunday, January 6, 2019"
12,5,Sold,2459097564103,1,$40 ,"Sunday, January 6, 2019"
12,5,Sold,2052663474110,1,$40 ,"Sunday, January 6, 2019"
12,5,Sold,6677765076040,1,$40 ,"Sunday, February 3, 2019"
12,5,Sold,7966847866104,1,$40 ,"Sunday, February 10, 2019"
12,5,Sold,7611615516174,1,$40 ,"Sunday, February 10, 2019"
12,5,Sold,7616841536180,1,$40 ,"Sunday, February 10, 2019"
12,5,Sold,9108614176211,1,$40 ,"Sunday, February 24, 2019"
12,5,Sold,7233631336224,1,$40 ,"Sunday, February 10, 2019"
12,5,Sold,7393910636228,1,$40 ,"Sunday, February 10, 2019"
12,5,Sold,8530736196245,1,$40 ,"Sunday, February 17, 2019"
12,5,Sold,7906787046290,1,$40 ,"Sunday, February 10, 2019"
12,5,Sold,6147045486387,1,$40 ,"Sunday, February 3, 2019"
12,5,Sold,6306346396467,1,$40 ,"Sunday, February 3, 2019"
12,5,Sold,8441090916495,1,$40 ,"Sunday, February 17, 2019"
12,5,Sold,9023984526687,1,$40 ,"Sunday, February 24, 2019"
12,5,Sold,7804928726784,1,$40 ,"Sunday, February 10, 2019"
12,5,Sold,7333861696798,1,$40 ,"Sunday, February 10, 2019"
12,5,Sold,7124136816949,1,$40 ,"Sunday, February 10, 2019"
12,5,Sold,9941448196993,1,$40 ,"Sunday, February 24, 2019"
12,5,Sold,9906310757018,1,$40 ,"Sunday, February 24, 2019"
12,5,Sold,8571725857122,1,$40 ,"Sunday, February 17, 2019"
12,5,Sold,7846689457145,1,$40 ,"Sunday, February 10, 2019"
12,5,Sold,6151841767154,1,$40 ,"Sunday, February 3, 2019"
12,5,Sold,9695922087261,1,$40 ,"Sunday, February 24, 2019"
12,5,Sold,9239246627275,1,$40 ,"Sunday, February 24, 2019"
12,5,Sold,7109544667315,1,$40 ,"Sunday, February 10, 2019"
12,5,Sold,7631659547343,1,$40 ,"Sunday, February 10, 2019"
12,5,Sold,7638404347472,1,$40 ,"Sunday, February 10, 2019"
12,5,Sold,9961400987679,1,$40 ,"Sunday, February 24, 2019"
12,5,Sold,6145650087683,1,$40 ,"Sunday, February 3, 2019"
12,5,Sold,6063924707823,1,$40 ,"Sunday, February 3, 2019"
12,5,Sold,7455630777900,1,$40 ,"Sunday, February 10, 2019"
12,5,Sold,6393936437913,1,$40 ,"Sunday, February 3, 2019"
12,5,Sold,6785442838061,1,$40 ,"Sunday, February 3, 2019"
12,5,Sold,7348699978083,1,$40 ,"Sunday, February 10, 2019"
12,5,Sold,7974891808247,1,$40 ,"Sunday, February 10, 2019"
12,5,Sold,9086052378265,1,$40 ,"Sunday, February 24, 2019"
12,5,Sold,7675874908312,1,$40 ,"Sunday, February 10, 2019"
12,5,Sold,7776299168363,1,$40 ,"Sunday, February 10, 2019"
12,5,Sold,7707802478421,1,$40 ,"Sunday, February 10, 2019"
12,5,Sold,8782726998427,1,$40 ,"Sunday, February 17, 2019"
12,5,Sold,8118747888470,1,$40 ,"Sunday, February 17, 2019"
12,5,Sold,8458693228516,1,$40 ,"Sunday, February 17, 2019"
12,5,Sold,6844869948537,1,$40 ,"Sunday, February 3, 2019"
12,5,Sold,7295685828550,1,$40 ,"Sunday, February 10, 2019"
12,5,Sold,7661708188640,1,$40 ,"Sunday, February 10, 2019"
12,5,Sold,6285996238694,1,$40 ,"Sunday, February 3, 2019"
12,5,Sold,8978379858704,1,$40 ,"Sunday, February 17, 2019"
12,5,Sold,8694118118787,1,$40 ,"Sunday, February 17, 2019"
12,5,Sold,6646678508789,1,$40 ,"Sunday, February 3, 2019"
12,5,Sold,7123147288815,1,$40 ,"Sunday, February 10, 2019"
12,5,Sold,6422381798828,1,$40 ,"Sunday, February 3, 2019"
12,5,Sold,7690525868902,1,$40 ,"Sunday, February 10, 2019"
12,5,Sold,8007083188934,1,$40 ,"Sunday, February 17, 2019"
12,5,Sold,8593685949081,1,$40 ,"Sunday, February 17, 2019"
12,5,Sold,9162217519147,1,$40 ,"Sunday, February 24, 2019"
12,5,Sold,7089938289180,1,$40 ,"Sunday, February 10, 2019"
12,5,Sold,139021074210423,1,$40 ,"Sunday, March 24, 2019"
12,5,Sold,139427571310426,1,$40 ,"Sunday, March 24, 2019"
12,5,Sold,102927107110492,1,$40 ,"Sunday, March 3, 2019"
12,5,Sold,115053726510543,1,$40 ,"Sunday, March 10, 2019"
12,5,Sold,116631412310580,1,$40 ,"Sunday, March 10, 2019"
12,5,Sold,112729199310619,1,$40 ,"Sunday, March 10, 2019"
12,5,Sold,137660801610620,1,$40 ,"Sunday, March 24, 2019"
12,5,Sold,132665237110812,1,$40 ,"Sunday, March 24, 2019"
12,5,Sold,135168109510840,1,$40 ,"Sunday, March 24, 2019"
12,5,Sold,123409659010846,1,$40 ,"Sunday, March 17, 2019"
12,5,Sold,133753442510940,1,$40 ,"Sunday, March 24, 2019"
12,5,Sold,113682264611020,1,$40 ,"Sunday, March 10, 2019"
12,5,Sold,138248540811023,1,$40 ,"Sunday, March 24, 2019"
12,5,Sold,131233380911073,1,$40 ,"Sunday, March 24, 2019"
12,5,Sold,114238658111092,1,$40 ,"Sunday, March 10, 2019"
12,5,Sold,142486257611096,1,$40 ,"Sunday, March 31, 2019"
12,5,Sold,128080495711116,1,$40 ,"Sunday, March 17, 2019"
12,5,Sold,102136820611134,1,$40 ,"Sunday, March 3, 2019"
12,5,Sold,128659410511137,1,$40 ,"Sunday, March 17, 2019"
12,5,Sold,135024090011159,1,$40 ,"Sunday, March 24, 2019"
12,5,Sold,148867328011166,1,$40 ,"Sunday, March 31, 2019"
12,5,Sold,104124130111233,1,$40 ,"Sunday, March 3, 2019"
12,5,Sold,117631031511304,1,$40 ,"Sunday, March 10, 2019"
12,5,Sold,118758961011324,1,$40 ,"Sunday, March 10, 2019"
12,5,Sold,149542050311355,1,$40 ,"Sunday, March 31, 2019"
12,5,Sold,141475009911374,1,$40 ,"Sunday, March 31, 2019"
12,5,Sold,104497455211438,1,$40 ,"Sunday, March 3, 2019"
12,5,Sold,104600022311439,1,$40 ,"Sunday, March 3, 2019"
12,5,Sold,120308514711581,1,$40 ,"Sunday, March 17, 2019"
12,5,Sold,141888540711598,1,$40 ,"Sunday, March 31, 2019"
12,5,Sold,107241162711635,1,$40 ,"Sunday, March 3, 2019"
12,5,Sold,125299935611662,1,$40 ,"Sunday, March 17, 2019"
12,5,Sold,147471007011670,1,$40 ,"Sunday, March 31, 2019"
12,5,Sold,120288081411692,1,$40 ,"Sunday, March 17, 2019"
12,5,Sold,115228591911730,1,$40 ,"Sunday, March 10, 2019"
12,5,Sold,155055446912434,1,$40 ,"Sunday, April 7, 2019"
12,5,Sold,186910280312583,1,$40 ,"Sunday, April 28, 2019"
12,5,Sold,170388849312850,1,$40 ,"Sunday, April 21, 2019"
12,5,Sold,167053899712885,1,$40 ,"Sunday, April 14, 2019"
12,5,Sold,166133057512981,1,$40 ,"Sunday, April 14, 2019"
12,5,Sold,166235122413133,1,$40 ,"Sunday, April 14, 2019"
12,5,Sold,185884002113175,1,$40 ,"Sunday, April 28, 2019"
12,5,Sold,155010406413247,1,$40 ,"Sunday, April 7, 2019"
12,5,Sold,170098610813317,1,$40 ,"Sunday, April 21, 2019"
12,5,Sold,163159085613349,1,$40 ,"Sunday, April 14, 2019"
12,5,Sold,183109095313447,1,$40 ,"Sunday, April 28, 2019"
12,5,Sold,169533738013669,1,$40 ,"Sunday, April 14, 2019"
12,5,Sold,172317247113677,1,$40 ,"Sunday, April 21, 2019"
12,5,Sold,169409265413973,1,$40 ,"Sunday, April 14, 2019"
12,5,Sold,154993846214133,1,$40 ,"Sunday, April 7, 2019"
12,5,Sold,186197015314232,1,$40 ,"Sunday, April 28, 2019"
12,5,Sold,178983942714252,1,$40 ,"Sunday, April 21, 2019"
12,5,Sold,181930549614320,1,$40 ,"Sunday, April 28, 2019"
12,5,Sold,152773893514457,1,$40 ,"Sunday, April 7, 2019"
12,5,Sold,209872253616117,1,$40 ,"Sunday, May 12, 2019"
12,5,Sold,205671118816285,1,$40 ,"Sunday, May 12, 2019"
12,5,Sold,222339216716319,1,$40 ,"Sunday, May 26, 2019"
12,5,Sold,220070224716635,1,$40 ,"Sunday, May 26, 2019"
12,5,Sold,218970438216733,1,$40 ,"Sunday, May 19, 2019"
12,5,Sold,211461229916736,1,$40 ,"Sunday, May 19, 2019"
12,5,Sold,227778633316742,1,$40 ,"Sunday, May 26, 2019"
12,5,Sold,211816576716775,1,$40 ,"Sunday, May 19, 2019"
12,5,Sold,212034220816856,1,$40 ,"Sunday, May 19, 2019"
12,5,Sold,206105915516966,1,$40 ,"Sunday, May 12, 2019"
12,5,Sold,226129495217041,1,$40 ,"Sunday, May 26, 2019"
12,5,Sold,204347590117339,1,$40 ,"Sunday, May 12, 2019"
12,5,Sold,224732264217391,1,$40 ,"Sunday, May 26, 2019"
12,5,Sold,199086481017479,1,$40 ,"Sunday, May 5, 2019"
12,5,Sold,218839462817493,1,$40 ,"Sunday, May 19, 2019"
12,5,Sold,198522344317588,1,$40 ,"Sunday, May 5, 2019"
12,5,Sold,214601746217659,1,$40 ,"Sunday, May 19, 2019"
12,5,Sold,205701652917765,1,$40 ,"Sunday, May 12, 2019"
12,5,Sold,214754120217801,1,$40 ,"Sunday, May 19, 2019"
12,5,Sold,202078609217803,1,$40 ,"Sunday, May 12, 2019"
12,5,Sold,215513168517965,1,$40 ,"Sunday, May 19, 2019"
12,5,Sold,197464709018138,1,$40 ,"Sunday, May 5, 2019"
12,5,Sold,200475591418204,1,$40 ,"Sunday, May 12, 2019"
12,5,Sold,209816368918214,1,$40 ,"Sunday, May 12, 2019"
12,5,Sold,203582159718257,1,$40 ,"Sunday, May 12, 2019"
12,5,Sold,203371987118353,1,$40 ,"Sunday, May 12, 2019"
12,5,Sold,229208065618417,1,$40 ,"Sunday, May 26, 2019"
12,5,Sold,191825181719035,1,$40 ,"Sunday, May 5, 2019"
12,5,Sold,207771809019060,1,$40 ,"Sunday, May 12, 2019"
12,5,Sold,201013699619272,1,$40 ,"Sunday, May 12, 2019"
12,5,Sold,208534775419406,1,$40 ,"Sunday, May 12, 2019"
12,5,Sold,196367965519439,1,$40 ,"Sunday, May 5, 2019"
12,5,Sold,208992349719604,1,$40 ,"Sunday, May 12, 2019"
12,5,Sold,217771911219694,1,$40 ,"Sunday, May 19, 2019"
12,5,Sold,208086327319768,1,$40 ,"Sunday, May 12, 2019"
12,5,Sold,217848811319823,1,$40 ,"Sunday, May 19, 2019"
12,5,Sold,221763971019833,1,$40 ,"Sunday, May 26, 2019"
12,5,Sold,258276480522347,1,$40 ,"Sunday, June 16, 2019"
12,5,Sold,235999334322360,1,$40 ,"Sunday, June 2, 2019"
12,5,Sold,232335226622403,1,$40 ,"Sunday, June 2, 2019"
12,5,Sold,232957812222449,1,$40 ,"Sunday, June 2, 2019"
12,5,Sold,279194627922505,1,$40 ,"Sunday, June 30, 2019"
12,5,Sold,253671797522729,1,$40 ,"Sunday, June 16, 2019"
12,5,Sold,257717321122825,1,$40 ,"Sunday, June 16, 2019"
12,5,Sold,242243112222984,1,$40 ,"Sunday, June 9, 2019"
12,5,Sold,237884260823039,1,$40 ,"Sunday, June 2, 2019"
12,5,Sold,277523555523093,1,$40 ,"Sunday, June 30, 2019"
12,5,Sold,258253662023169,1,$40 ,"Sunday, June 16, 2019"
12,5,Sold,266263289023237,1,$40 ,"Sunday, June 23, 2019"
12,5,Sold,266222202823380,1,$40 ,"Sunday, June 23, 2019"
12,5,Sold,271981914323425,1,$40 ,"Sunday, June 30, 2019"
12,5,Sold,250259033123454,1,$40 ,"Sunday, June 16, 2019"
12,5,Sold,236823156923469,1,$40 ,"Sunday, June 2, 2019"
12,5,Sold,258218303223488,1,$40 ,"Sunday, June 16, 2019"
12,5,Sold,246216675323587,1,$40 ,"Sunday, June 9, 2019"
12,5,Sold,264036965723822,1,$40 ,"Sunday, June 23, 2019"
12,5,Sold,258439076624007,1,$40 ,"Sunday, June 16, 2019"
12,5,Sold,241784473224219,1,$40 ,"Sunday, June 9, 2019"
12,5,Sold,237381282824291,1,$40 ,"Sunday, June 2, 2019"
12,5,Sold,268236627924346,1,$40 ,"Sunday, June 23, 2019"
12,5,Sold,251810490624396,1,$40 ,"Sunday, June 16, 2019"
12,5,Sold,234885649024429,1,$40 ,"Sunday, June 2, 2019"
12,5,Sold,256400908924692,1,$40 ,"Sunday, June 16, 2019"
12,5,Sold,244723593124708,1,$40 ,"Sunday, June 9, 2019"
12,5,Sold,235567356824747,1,$40 ,"Sunday, June 2, 2019"
12,5,Sold,269229206524769,1,$40 ,"Sunday, June 23, 2019"
12,5,Sold,254385986924904,1,$40 ,"Sunday, June 16, 2019"
12,5,Sold,257657207624954,1,$40 ,"Sunday, June 16, 2019"
12,5,Sold,236110633325336,1,$40 ,"Sunday, June 2, 2019"
12,5,Sold,231846936625652,1,$40 ,"Sunday, June 2, 2019"
12,5,Sold,241322918925676,1,$40 ,"Sunday, June 9, 2019"
12,5,Sold,241762565025783,1,$40 ,"Sunday, June 9, 2019"
12,5,Sold,254601229625835,1,$40 ,"Sunday, June 16, 2019"
12,5,Sold,230572154825906,1,$40 ,"Sunday, June 2, 2019"
12,5,Sold,269823429526012,1,$40 ,"Sunday, June 23, 2019"
12,5,Sold,249771689026091,1,$40 ,"Sunday, June 9, 2019"
12,5,Sold,238902682326103,1,$40 ,"Sunday, June 2, 2019"
12,5,Sold,251617574826122,1,$40 ,"Sunday, June 16, 2019"
12,5,Sold,249420269726213,1,$40 ,"Sunday, June 9, 2019"
12,5,Sold,240327009726434,1,$40 ,"Sunday, June 9, 2019"
12,5,Sold,230731592626448,1,$40 ,"Sunday, June 2, 2019"
12,5,Sold,277627973126541,1,$40 ,"Sunday, June 30, 2019"
12,5,Sold,259720701326751,1,$40 ,"Sunday, June 16, 2019"
12,5,Sold,236304339226949,1,$40 ,"Sunday, June 2, 2019"
12,5,Sold,240472441927052,1,$40 ,"Sunday, June 9, 2019"
12,5,Sold,245929994827055,1,$40 ,"Sunday, June 9, 2019"
12,5,Sold,248906704827155,1,$40 ,"Sunday, June 9, 2019"
12,5,Sold,247929015627156,1,$40 ,"Sunday, June 9, 2019"
12,5,Sold,266700889227371,1,$40 ,"Sunday, June 23, 2019"
12,5,Sold,236332375327562,1,$40 ,"Sunday, June 2, 2019"
12,5,Sold,237049441627625,1,$40 ,"Sunday, June 2, 2019"
12,5,Sold,234312411327652,1,$40 ,"Sunday, June 2, 2019"
12,5,Sold,241342522927656,1,$40 ,"Sunday, June 9, 2019"
12,5,Sold,256529717727879,1,$40 ,"Sunday, June 16, 2019"
12,5,Sold,234271711827980,1,$40 ,"Sunday, June 2, 2019"
12,5,Sold,231985980228066,1,$40 ,"Sunday, June 2, 2019"
12,5,Sold,230436455128076,1,$40 ,"Sunday, June 2, 2019"
12,5,Sold,235466675228310,1,$40 ,"Sunday, June 2, 2019"
12,5,Sold,239778446228358,1,$40 ,"Sunday, June 2, 2019"
12,5,Sold,262063412528396,1,$40 ,"Sunday, June 23, 2019"
12,5,Sold,236552254628399,1,$40 ,"Sunday, June 2, 2019"
12,5,Sold,232753948228546,1,$40 ,"Sunday, June 2, 2019"
12,5,Sold,245534010328581,1,$40 ,"Sunday, June 9, 2019"
12,5,Sold,252123426328674,1,$40 ,"Sunday, June 16, 2019"
12,5,Sold,274437617228682,1,$40 ,"Sunday, June 30, 2019"
12,5,Sold,237581628128846,1,$40 ,"Sunday, June 2, 2019"
12,5,Sold,250354788328934,1,$40 ,"Sunday, June 16, 2019"
12,5,Sold,256258865428942,1,$40 ,"Sunday, June 16, 2019"
12,5,Sold,255370322128946,1,$40 ,"Sunday, June 16, 2019"
12,5,Sold,242703925928981,1,$40 ,"Sunday, June 9, 2019"
12,13,Sold,4392811867,1,$40 ,"Sunday, January 20, 2019"
12,13,Sold,414908656114,1,$40 ,"Sunday, January 20, 2019"
12,13,Sold,444165679164,1,$40 ,"Sunday, January 20, 2019"
12,13,Sold,323356435315,1,$40 ,"Sunday, January 13, 2019"
12,13,Sold,388412022411,1,$40 ,"Sunday, January 13, 2019"
12,13,Sold,281434310450,1,$40 ,"Sunday, January 6, 2019"
12,13,Sold,373286000515,1,$40 ,"Sunday, January 13, 2019"
12,13,Sold,527597595551,1,$40 ,"Sunday, January 27, 2019"
12,13,Sold,233000742557,1,$40 ,"Sunday, January 6, 2019"
12,13,Sold,357253306597,1,$40 ,"Sunday, January 13, 2019"
12,13,Sold,347671657724,1,$40 ,"Sunday, January 13, 2019"
12,13,Sold,567033110953,1,$40 ,"Sunday, January 27, 2019"
12,13,Sold,3771015601045,1,$40 ,"Sunday, January 13, 2019"
12,13,Sold,1350479311087,1,$40 ,"Sunday, January 6, 2019"
12,13,Sold,5341251011144,1,$40 ,"Sunday, January 27, 2019"
12,13,Sold,4687507261157,1,$40 ,"Sunday, January 20, 2019"
12,13,Sold,4464652591182,1,$40 ,"Sunday, January 20, 2019"
12,13,Sold,4438809751224,1,$40 ,"Sunday, January 20, 2019"
12,13,Sold,5865846411232,1,$40 ,"Sunday, January 27, 2019"
12,13,Sold,5023549311236,1,$40 ,"Sunday, January 27, 2019"
12,13,Sold,4398291611283,1,$40 ,"Sunday, January 20, 2019"
12,13,Sold,4467353441321,1,$40 ,"Sunday, January 20, 2019"
12,13,Sold,3180094651340,1,$40 ,"Sunday, January 13, 2019"
12,13,Sold,4169084471378,1,$40 ,"Sunday, January 20, 2019"
12,13,Sold,2411707911446,1,$40 ,"Sunday, January 6, 2019"
12,13,Sold,5039263901572,1,$40 ,"Sunday, January 27, 2019"
12,13,Sold,1769937321659,1,$40 ,"Sunday, January 6, 2019"
12,13,Sold,4062389751775,1,$40 ,"Sunday, January 20, 2019"
12,13,Sold,4292271721782,1,$40 ,"Sunday, January 20, 2019"
12,13,Sold,5843529531820,1,$40 ,"Sunday, January 27, 2019"
12,13,Sold,5168794181849,1,$40 ,"Sunday, January 27, 2019"
12,13,Sold,4282910451978,1,$40 ,"Sunday, January 20, 2019"
12,13,Sold,4861258452087,1,$40 ,"Sunday, January 20, 2019"
12,13,Sold,2679616692127,1,$40 ,"Sunday, January 6, 2019"
12,13,Sold,2619513902194,1,$40 ,"Sunday, January 6, 2019"
12,13,Sold,1049919262203,1,$40 ,"Sunday, January 6, 2019"
12,13,Sold,3656359312491,1,$40 ,"Sunday, January 13, 2019"
12,13,Sold,3293260632641,1,$40 ,"Sunday, January 13, 2019"
12,13,Sold,2582397532650,1,$40 ,"Sunday, January 6, 2019"
12,13,Sold,3432926262661,1,$40 ,"Sunday, January 13, 2019"
12,13,Sold,3446904042695,1,$40 ,"Sunday, January 13, 2019"
12,13,Sold,1555104842771,1,$40 ,"Sunday, January 6, 2019"
12,13,Sold,3121516542778,1,$40 ,"Sunday, January 13, 2019"
12,13,Sold,4636814512826,1,$40 ,"Sunday, January 20, 2019"
12,13,Sold,5389501052866,1,$40 ,"Sunday, January 27, 2019"
12,13,Sold,3594862472882,1,$40 ,"Sunday, January 13, 2019"
